code_ins;code_postal;commune_patient;nombre_de_séjours;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours.1;part_de_marché
35011;8430;Middelkerke;5744;117;AZ Delta;Roulers;157;0.0273329
35011;8430;Middelkerke;5744;124;VZW Sint-Jozefskliniek;Izegem;24;0.0041783
35011;8430;Middelkerke;5744;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);25;0.0043524
35011;8430;Middelkerke;5744;140;AZ Sint-Lucas Brugge;Bruges;91;0.0158426
35011;8430;Middelkerke;5744;143;UZ Brussel;Jette;36;0.0062674
35011;8430;Middelkerke;5744;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);32;0.005571
35011;8430;Middelkerke;5744;204;AZ Jan Portaels;Vilvorde;6;0.0010446
35011;8430;Middelkerke;5744;217;AZ Sint-Elisabeth;Zottegem;19;0.0033078
35011;8430;Middelkerke;5744;243;Jessa Ziekenhuis;Hasselt;6;0.0010446
35011;8430;Middelkerke;5744;254;CH Universitaire et Psychiatrique de Mons-Borinage;Mons;6;0.0010446
35011;8430;Middelkerke;5744;290;AZ Sint-Lucas;Gand;17;0.0029596
35011;8430;Middelkerke;5744;300;UZ Antwerpen;Edegem;18;0.0031337
35011;8430;Middelkerke;5744;310;AZ West;Furnes;470;0.0818245
35011;8430;Middelkerke;5744;322;UZ Leuven;Louvain;51;0.0088788
35011;8430;Middelkerke;5744;332;CHIREC - Hôpital Delta;Auderghem;6;0.0010446
35011;8430;Middelkerke;5744;371;Ziekenhuis Oost-Limburg;Genk;5;0.0008705
35011;8430;Middelkerke;5744;392;AZ Zeno;Knokke-Heist;32;0.005571
35011;8430;Middelkerke;5744;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);8;0.0013928
35011;8430;Middelkerke;5744;396;AZ Groeninge;Courtrai;51;0.0088788
35011;8430;Middelkerke;5744;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;24;0.0041783
35011;8430;Middelkerke;5744;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;36;0.0062674
35011;8430;Middelkerke;5744;525;AZ Damiaan Oostende;Ostende;2998;0.5219359
35011;8430;Middelkerke;5744;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);14;0.0024373
35011;8430;Middelkerke;5744;670;UZ Gent;Gand;35;0.0060933
35011;8430;Middelkerke;5744;682;AZ Monica;Anvers;5;0.0008705
35011;8430;Middelkerke;5744;689;Imelda Ziekenhuis;Bonheiden;6;0.0010446
35011;8430;Middelkerke;5744;707;CHU Sart Tilman;Liège;7;0.0012187
35011;8430;Middelkerke;5744;712;AZ Diest;Diest;8;0.0013928
35011;8430;Middelkerke;5744;713;AZ Jan Palfijn Gent;Gand;21;0.003656
35013;8400;Ostende;17539;9;Ziekenhuisnetwerk Antwerpen;Anvers;37;0.0021096
35013;8400;Ostende;17539;12;AZ Sint-Blasius;Termonde;14;0.0007982
35013;8400;Ostende;17539;17;AZ Maria Middelares;Gand;73;0.0041622
35013;8400;Ostende;17539;26;AZ Sint-Maarten;Malines;9;0.0005131
35013;8400;Ostende;17539;32;AZ Alma;Eeklo;51;0.0029078
35013;8400;Ostende;17539;49;AZ Sint-Jan Brugge - Oostende;Bruges;7036;0.4011631
35013;8400;Ostende;17539;57;Jan Yperman Ziekenhuis;Ypres;14;0.0007982
35013;8400;Ostende;17539;63;AZ Turnhout;Turnhout;6;0.0003421
35013;8400;Ostende;17539;76;CHU Saint-Pierre;Bruxelles;5;0.0002851
35013;8400;Ostende;17539;79;Institut Jules Bordet;Bruxelles;19;0.0010833
35013;8400;Ostende;17539;87;Hôpitaux Iris Sud;Etterbeek;8;0.0004561
35013;8400;Ostende;17539;99;GZA ziekenhuizen;Anvers;17;0.0009693
35013;8400;Ostende;17539;104;AZ Rivierenland;Rumst;13;0.0007412
35013;8400;Ostende;17539;108;RZ Heilig Hart;Louvain;6;0.0003421
35013;8400;Ostende;17539;109;RZ Heilig Hart Tienen;Tirlemont;11;0.0006272
35013;8400;Ostende;17539;117;AZ Delta;Roulers;211;0.0120303
35013;8400;Ostende;17539;124;VZW Sint-Jozefskliniek;Izegem;15;0.0008552
35013;8400;Ostende;17539;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);31;0.0017675
35013;8400;Ostende;17539;134;Sint-Vincentiusziekenhuis;Deinze;11;0.0006272
35013;8400;Ostende;17539;140;AZ Sint-Lucas Brugge;Bruges;310;0.0176749
35013;8400;Ostende;17539;143;UZ Brussel;Jette;42;0.0023947
35013;8400;Ostende;17539;170;AZ Oudenaarde;Audenarde;5;0.0002851
35013;8400;Ostende;17539;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);44;0.0025087
35013;8400;Ostende;17539;204;AZ Jan Portaels;Vilvorde;18;0.0010263
35013;8400;Ostende;17539;217;AZ Sint-Elisabeth;Zottegem;29;0.0016535
35013;8400;Ostende;17539;243;Jessa Ziekenhuis;Hasselt;16;0.0009123
35013;8400;Ostende;17539;265;AZ Lokeren;Lokeren;6;0.0003421
35013;8400;Ostende;17539;290;AZ Sint-Lucas;Gand;63;0.003592
35013;8400;Ostende;17539;300;UZ Antwerpen;Edegem;10;0.0005702
35013;8400;Ostende;17539;310;AZ West;Furnes;82;0.0046753
35013;8400;Ostende;17539;322;UZ Leuven;Louvain;92;0.0052455
35013;8400;Ostende;17539;332;CHIREC - Hôpital Delta;Auderghem;8;0.0004561
35013;8400;Ostende;17539;371;Ziekenhuis Oost-Limburg;Genk;25;0.0014254
35013;8400;Ostende;17539;392;AZ Zeno;Knokke-Heist;128;0.007298
35013;8400;Ostende;17539;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);28;0.0015964
35013;8400;Ostende;17539;396;AZ Groeninge;Courtrai;61;0.003478
35013;8400;Ostende;17539;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;10;0.0005702
35013;8400;Ostende;17539;403;Cliniques universitaires Saint-Luc;Woluwe-Saint-Lambert;7;0.0003991
35013;8400;Ostende;17539;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;10;0.0005702
35013;8400;Ostende;17539;525;AZ Damiaan Oostende;Ostende;8412;0.4796169
35013;8400;Ostende;17539;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);29;0.0016535
35013;8400;Ostende;17539;670;UZ Gent;Gand;360;0.0205257
35013;8400;Ostende;17539;682;AZ Monica;Anvers;17;0.0009693
35013;8400;Ostende;17539;689;Imelda Ziekenhuis;Bonheiden;9;0.0005131
35013;8400;Ostende;17539;710;AZ Klina;Brasschaat;13;0.0007412
35013;8400;Ostende;17539;713;AZ Jan Palfijn Gent;Gand;41;0.0023376
35013;8400;Ostende;17539;714;Sint-Franciscusziekenhuis;Heusden-Zolder;5;0.0002851
35013;8400;Ostende;17539;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;6;0.0003421
35014;8460;Oudenburg;2144;32;AZ Alma;Eeklo;10;0.0046642
35014;8460;Oudenburg;2144;49;AZ Sint-Jan Brugge - Oostende;Bruges;729;0.3400187
35014;8460;Oudenburg;2144;79;Institut Jules Bordet;Bruxelles;15;0.0069963
35014;8460;Oudenburg;2144;117;AZ Delta;Roulers;104;0.0485075
35014;8460;Oudenburg;2144;124;VZW Sint-Jozefskliniek;Izegem;6;0.0027985
35014;8460;Oudenburg;2144;140;AZ Sint-Lucas Brugge;Bruges;110;0.051306
35014;8460;Oudenburg;2144;310;AZ West;Furnes;8;0.0037313
35014;8460;Oudenburg;2144;322;UZ Leuven;Louvain;5;0.0023321
35014;8460;Oudenburg;2144;392;AZ Zeno;Knokke-Heist;41;0.0191231
35014;8460;Oudenburg;2144;396;AZ Groeninge;Courtrai;11;0.0051306
35014;8460;Oudenburg;2144;525;AZ Damiaan Oostende;Ostende;1049;0.4892724
35014;8460;Oudenburg;2144;670;UZ Gent;Gand;33;0.0153918
35014;8460;Oudenburg;2144;713;AZ Jan Palfijn Gent;Gand;5;0.0023321
35029;8420;De Haan;3294;9;Ziekenhuisnetwerk Antwerpen;Anvers;20;0.0060716
35029;8420;De Haan;3294;12;AZ Sint-Blasius;Termonde;5;0.0015179
35029;8420;De Haan;3294;17;AZ Maria Middelares;Gand;15;0.0045537
35029;8420;De Haan;3294;32;AZ Alma;Eeklo;35;0.0106254
35029;8420;De Haan;3294;49;AZ Sint-Jan Brugge - Oostende;Bruges;1501;0.455677
35029;8420;De Haan;3294;99;GZA ziekenhuizen;Anvers;13;0.0039466
35029;8420;De Haan;3294;108;RZ Heilig Hart;Louvain;5;0.0015179
35029;8420;De Haan;3294;117;AZ Delta;Roulers;40;0.0121433
35029;8420;De Haan;3294;124;VZW Sint-Jozefskliniek;Izegem;7;0.0021251
35029;8420;De Haan;3294;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);9;0.0027322
35029;8420;De Haan;3294;140;AZ Sint-Lucas Brugge;Bruges;117;0.0355191
35029;8420;De Haan;3294;143;UZ Brussel;Jette;9;0.0027322
35029;8420;De Haan;3294;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);8;0.0024287
35029;8420;De Haan;3294;243;Jessa Ziekenhuis;Hasselt;7;0.0021251
35029;8420;De Haan;3294;264;CHU UCL Namur;Dinant;5;0.0015179
35029;8420;De Haan;3294;290;AZ Sint-Lucas;Gand;17;0.0051609
35029;8420;De Haan;3294;300;UZ Antwerpen;Edegem;9;0.0027322
35029;8420;De Haan;3294;310;AZ West;Furnes;5;0.0015179
35029;8420;De Haan;3294;322;UZ Leuven;Louvain;34;0.0103218
35029;8420;De Haan;3294;332;CHIREC - Hôpital Delta;Auderghem;7;0.0021251
35029;8420;De Haan;3294;392;AZ Zeno;Knokke-Heist;473;0.1435944
35029;8420;De Haan;3294;525;AZ Damiaan Oostende;Ostende;796;0.2416515
35029;8420;De Haan;3294;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);6;0.0018215
35029;8420;De Haan;3294;670;UZ Gent;Gand;69;0.0209472
35029;8420;De Haan;3294;682;AZ Monica;Anvers;6;0.0018215
35029;8420;De Haan;3294;689;Imelda Ziekenhuis;Bonheiden;10;0.0030358
35029;8420;De Haan;3294;710;AZ Klina;Brasschaat;6;0.0018215
35029;8420;De Haan;3294;713;AZ Jan Palfijn Gent;Gand;8;0.0024287
36006;8830;Hooglede;2043;49;AZ Sint-Jan Brugge - Oostende;Bruges;23;0.011258
36006;8830;Hooglede;2043;57;Jan Yperman Ziekenhuis;Ypres;34;0.0166422
36006;8830;Hooglede;2043;117;AZ Delta;Roulers;1776;0.8693098
36006;8830;Hooglede;2043;124;VZW Sint-Jozefskliniek;Izegem;41;0.0200685
36006;8830;Hooglede;2043;140;AZ Sint-Lucas Brugge;Bruges;11;0.0053842
36006;8830;Hooglede;2043;322;UZ Leuven;Louvain;19;0.0093
36006;8830;Hooglede;2043;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);23;0.011258
36006;8830;Hooglede;2043;396;AZ Groeninge;Courtrai;65;0.031816
36006;8830;Hooglede;2043;670;UZ Gent;Gand;25;0.0122369
36007;8770;Ingelmunster;2785;17;AZ Maria Middelares;Gand;18;0.0064632
36007;8770;Ingelmunster;2785;49;AZ Sint-Jan Brugge - Oostende;Bruges;38;0.0136445
36007;8770;Ingelmunster;2785;57;Jan Yperman Ziekenhuis;Ypres;6;0.0021544
36007;8770;Ingelmunster;2785;117;AZ Delta;Roulers;708;0.254219
36007;8770;Ingelmunster;2785;124;VZW Sint-Jozefskliniek;Izegem;1400;0.502693
36007;8770;Ingelmunster;2785;134;Sint-Vincentiusziekenhuis;Deinze;7;0.0025135
36007;8770;Ingelmunster;2785;140;AZ Sint-Lucas Brugge;Bruges;18;0.0064632
36007;8770;Ingelmunster;2785;322;UZ Leuven;Louvain;10;0.0035907
36007;8770;Ingelmunster;2785;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);240;0.0861759
36007;8770;Ingelmunster;2785;396;AZ Groeninge;Courtrai;210;0.0754039
36007;8770;Ingelmunster;2785;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;30;0.010772
36007;8770;Ingelmunster;2785;670;UZ Gent;Gand;67;0.0240575
36007;8770;Ingelmunster;2785;713;AZ Jan Palfijn Gent;Gand;5;0.0017953
36008;8870;Izegem;7386;17;AZ Maria Middelares;Gand;18;0.002437
36008;8870;Izegem;7386;32;AZ Alma;Eeklo;7;0.0009477
36008;8870;Izegem;7386;49;AZ Sint-Jan Brugge - Oostende;Bruges;137;0.0185486
36008;8870;Izegem;7386;57;Jan Yperman Ziekenhuis;Ypres;37;0.0050095
36008;8870;Izegem;7386;117;AZ Delta;Roulers;1748;0.236664
36008;8870;Izegem;7386;124;VZW Sint-Jozefskliniek;Izegem;4581;0.6202275
36008;8870;Izegem;7386;140;AZ Sint-Lucas Brugge;Bruges;27;0.0036556
36008;8870;Izegem;7386;143;UZ Brussel;Jette;16;0.0021663
36008;8870;Izegem;7386;176;Algemeen Stedelijk Ziekenhuis;Alost (Flandre orientale);7;0.0009477
36008;8870;Izegem;7386;310;AZ West;Furnes;40;0.0054157
36008;8870;Izegem;7386;322;UZ Leuven;Louvain;33;0.0044679
36008;8870;Izegem;7386;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);181;0.0245058
36008;8870;Izegem;7386;396;AZ Groeninge;Courtrai;410;0.0555104
36008;8870;Izegem;7386;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;23;0.003114
36008;8870;Izegem;7386;525;AZ Damiaan Oostende;Ostende;6;0.0008123
36008;8870;Izegem;7386;670;UZ Gent;Gand;78;0.0105605
36008;8870;Izegem;7386;713;AZ Jan Palfijn Gent;Gand;9;0.0012185
36010;8880;Ledegem;2044;17;AZ Maria Middelares;Gand;5;0.0024462
36010;8880;Ledegem;2044;49;AZ Sint-Jan Brugge - Oostende;Bruges;15;0.0073386
36010;8880;Ledegem;2044;57;Jan Yperman Ziekenhuis;Ypres;54;0.0264188
36010;8880;Ledegem;2044;117;AZ Delta;Roulers;1162;0.5684932
36010;8880;Ledegem;2044;124;VZW Sint-Jozefskliniek;Izegem;454;0.2221135
36010;8880;Ledegem;2044;140;AZ Sint-Lucas Brugge;Bruges;12;0.0058708
36010;8880;Ledegem;2044;143;UZ Brussel;Jette;6;0.0029354
36010;8880;Ledegem;2044;310;AZ West;Furnes;6;0.0029354
36010;8880;Ledegem;2044;322;UZ Leuven;Louvain;22;0.0107632
36010;8880;Ledegem;2044;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);21;0.010274
36010;8880;Ledegem;2044;396;AZ Groeninge;Courtrai;243;0.1188845
36010;8880;Ledegem;2044;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;5;0.0024462
36010;8880;Ledegem;2044;670;UZ Gent;Gand;23;0.0112524
36011;8810;Lichtervelde;2063;17;AZ Maria Middelares;Gand;10;0.0048473
36011;8810;Lichtervelde;2063;49;AZ Sint-Jan Brugge - Oostende;Bruges;100;0.0484731
36011;8810;Lichtervelde;2063;57;Jan Yperman Ziekenhuis;Ypres;9;0.0043626
36011;8810;Lichtervelde;2063;117;AZ Delta;Roulers;1651;0.8002908
36011;8810;Lichtervelde;2063;124;VZW Sint-Jozefskliniek;Izegem;42;0.0203587
36011;8810;Lichtervelde;2063;140;AZ Sint-Lucas Brugge;Bruges;34;0.0164809
36011;8810;Lichtervelde;2063;143;UZ Brussel;Jette;6;0.0029084
36011;8810;Lichtervelde;2063;310;AZ West;Furnes;39;0.0189045
36011;8810;Lichtervelde;2063;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);57;0.0276297
36011;8810;Lichtervelde;2063;396;AZ Groeninge;Courtrai;30;0.0145419
36011;8810;Lichtervelde;2063;670;UZ Gent;Gand;63;0.0305381
36011;8810;Lichtervelde;2063;713;AZ Jan Palfijn Gent;Gand;5;0.0024237
36012;8890;Moorslede;2609;17;AZ Maria Middelares;Gand;5;0.0019164
36012;8890;Moorslede;2609;49;AZ Sint-Jan Brugge - Oostende;Bruges;14;0.005366
36012;8890;Moorslede;2609;57;Jan Yperman Ziekenhuis;Ypres;173;0.0663089
36012;8890;Moorslede;2609;117;AZ Delta;Roulers;2111;0.8091223
36012;8890;Moorslede;2609;124;VZW Sint-Jozefskliniek;Izegem;107;0.0410119
36012;8890;Moorslede;2609;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);7;0.002683
36012;8890;Moorslede;2609;310;AZ West;Furnes;8;0.0030663
36012;8890;Moorslede;2609;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);14;0.005366
36012;8890;Moorslede;2609;396;AZ Groeninge;Courtrai;119;0.0456113
36012;8890;Moorslede;2609;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);5;0.0019164
36012;8890;Moorslede;2609;670;UZ Gent;Gand;25;0.0095822
36015;8800;Roulers;14320;9;Ziekenhuisnetwerk Antwerpen;Anvers;9;0.0006285
36015;8800;Roulers;14320;17;AZ Maria Middelares;Gand;31;0.0021648
36015;8800;Roulers;14320;32;AZ Alma;Eeklo;5;0.0003492
36015;8800;Roulers;14320;49;AZ Sint-Jan Brugge - Oostende;Bruges;144;0.0100559
36015;8800;Roulers;14320;57;Jan Yperman Ziekenhuis;Ypres;170;0.0118715
36015;8800;Roulers;14320;63;AZ Turnhout;Turnhout;8;0.0005587
36015;8800;Roulers;14320;117;AZ Delta;Roulers;12219;0.8532821
36015;8800;Roulers;14320;124;VZW Sint-Jozefskliniek;Izegem;772;0.0539106
36015;8800;Roulers;14320;134;Sint-Vincentiusziekenhuis;Deinze;5;0.0003492
36015;8800;Roulers;14320;140;AZ Sint-Lucas Brugge;Bruges;60;0.0041899
36015;8800;Roulers;14320;143;UZ Brussel;Jette;38;0.0026536
36015;8800;Roulers;14320;170;AZ Oudenaarde;Audenarde;17;0.0011872
36015;8800;Roulers;14320;290;AZ Sint-Lucas;Gand;11;0.0007682
36015;8800;Roulers;14320;310;AZ West;Furnes;61;0.0042598
36015;8800;Roulers;14320;322;UZ Leuven;Louvain;55;0.0038408
36015;8800;Roulers;14320;392;AZ Zeno;Knokke-Heist;7;0.0004888
36015;8800;Roulers;14320;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);153;0.0106844
36015;8800;Roulers;14320;396;AZ Groeninge;Courtrai;253;0.0176676
36015;8800;Roulers;14320;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;8;0.0005587
36015;8800;Roulers;14320;525;AZ Damiaan Oostende;Ostende;13;0.0009078
36015;8800;Roulers;14320;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);5;0.0003492
36015;8800;Roulers;14320;670;UZ Gent;Gand;210;0.0146648
36015;8800;Roulers;14320;713;AZ Jan Palfijn Gent;Gand;22;0.0015363
36019;8840;Staden;2466;49;AZ Sint-Jan Brugge - Oostende;Bruges;37;0.0150041
36019;8840;Staden;2466;57;Jan Yperman Ziekenhuis;Ypres;230;0.0932685
36019;8840;Staden;2466;117;AZ Delta;Roulers;1958;0.7939984
36019;8840;Staden;2466;124;VZW Sint-Jozefskliniek;Izegem;67;0.0271695
36019;8840;Staden;2466;290;AZ Sint-Lucas;Gand;18;0.0072993
36019;8840;Staden;2466;310;AZ West;Furnes;8;0.0032441
36019;8840;Staden;2466;322;UZ Leuven;Louvain;29;0.0117599
36019;8840;Staden;2466;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);16;0.0064882
36019;8840;Staden;2466;396;AZ Groeninge;Courtrai;44;0.0178427
36019;8840;Staden;2466;670;UZ Gent;Gand;33;0.013382
36019;8840;Staden;2466;713;AZ Jan Palfijn Gent;Gand;12;0.0048662
37002;8720;Dentergem;1941;17;AZ Maria Middelares;Gand;58;0.0298815
37002;8720;Dentergem;1941;49;AZ Sint-Jan Brugge - Oostende;Bruges;13;0.0066976
37002;8720;Dentergem;1941;57;Jan Yperman Ziekenhuis;Ypres;5;0.002576
37002;8720;Dentergem;1941;117;AZ Delta;Roulers;70;0.0360639
37002;8720;Dentergem;1941;124;VZW Sint-Jozefskliniek;Izegem;24;0.0123648
37002;8720;Dentergem;1941;134;Sint-Vincentiusziekenhuis;Deinze;195;0.1004637
37002;8720;Dentergem;1941;170;AZ Oudenaarde;Audenarde;31;0.0159711
37002;8720;Dentergem;1941;290;AZ Sint-Lucas;Gand;7;0.0036064
37002;8720;Dentergem;1941;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);697;0.3590933
37002;8720;Dentergem;1941;396;AZ Groeninge;Courtrai;162;0.0834621
37002;8720;Dentergem;1941;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;544;0.2802679
37002;8720;Dentergem;1941;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);6;0.0030912
37002;8720;Dentergem;1941;670;UZ Gent;Gand;94;0.0484286
37002;8720;Dentergem;1941;713;AZ Jan Palfijn Gent;Gand;12;0.0061824
37007;8760;Meulebeke;2824;17;AZ Maria Middelares;Gand;16;0.0056657
37007;8760;Meulebeke;2824;49;AZ Sint-Jan Brugge - Oostende;Bruges;48;0.0169972
37007;8760;Meulebeke;2824;57;Jan Yperman Ziekenhuis;Ypres;6;0.0021246
37007;8760;Meulebeke;2824;117;AZ Delta;Roulers;497;0.1759915
37007;8760;Meulebeke;2824;124;VZW Sint-Jozefskliniek;Izegem;407;0.1441218
37007;8760;Meulebeke;2824;134;Sint-Vincentiusziekenhuis;Deinze;11;0.0038952
37007;8760;Meulebeke;2824;140;AZ Sint-Lucas Brugge;Bruges;14;0.0049575
37007;8760;Meulebeke;2824;143;UZ Brussel;Jette;9;0.003187
37007;8760;Meulebeke;2824;322;UZ Leuven;Louvain;7;0.0024788
37007;8760;Meulebeke;2824;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);1567;0.5548867
37007;8760;Meulebeke;2824;396;AZ Groeninge;Courtrai;89;0.0315156
37007;8760;Meulebeke;2824;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;48;0.0169972
37007;8760;Meulebeke;2824;670;UZ Gent;Gand;72;0.0254958
37007;8760;Meulebeke;2824;713;AZ Jan Palfijn Gent;Gand;13;0.0046034
37010;8780;Oostrozebeke;1849;17;AZ Maria Middelares;Gand;25;0.0135208
37010;8780;Oostrozebeke;1849;49;AZ Sint-Jan Brugge - Oostende;Bruges;56;0.0302866
37010;8780;Oostrozebeke;1849;111;Cliniques de l'Europe;Uccle;6;0.003245
37010;8780;Oostrozebeke;1849;117;AZ Delta;Roulers;193;0.1043807
37010;8780;Oostrozebeke;1849;124;VZW Sint-Jozefskliniek;Izegem;319;0.1725257
37010;8780;Oostrozebeke;1849;134;Sint-Vincentiusziekenhuis;Deinze;12;0.00649
37010;8780;Oostrozebeke;1849;140;AZ Sint-Lucas Brugge;Bruges;5;0.0027042
37010;8780;Oostrozebeke;1849;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);676;0.365603
37010;8780;Oostrozebeke;1849;396;AZ Groeninge;Courtrai;162;0.0876149
37010;8780;Oostrozebeke;1849;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;353;0.190914
37010;8780;Oostrozebeke;1849;670;UZ Gent;Gand;25;0.0135208
37011;8740;Pittem;1641;17;AZ Maria Middelares;Gand;13;0.007922
37011;8740;Pittem;1641;32;AZ Alma;Eeklo;12;0.0073126
37011;8740;Pittem;1641;49;AZ Sint-Jan Brugge - Oostende;Bruges;72;0.0438757
37011;8740;Pittem;1641;117;AZ Delta;Roulers;438;0.2669104
37011;8740;Pittem;1641;124;VZW Sint-Jozefskliniek;Izegem;51;0.0310786
37011;8740;Pittem;1641;134;Sint-Vincentiusziekenhuis;Deinze;11;0.0067032
37011;8740;Pittem;1641;140;AZ Sint-Lucas Brugge;Bruges;17;0.0103595
37011;8740;Pittem;1641;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);931;0.567337
37011;8740;Pittem;1641;396;AZ Groeninge;Courtrai;17;0.0103595
37011;8740;Pittem;1641;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;27;0.0164534
37011;8740;Pittem;1641;670;UZ Gent;Gand;24;0.0146252
37011;8740;Pittem;1641;713;AZ Jan Palfijn Gent;Gand;15;0.0091408
37012;8755;Ruiselede;1510;17;AZ Maria Middelares;Gand;75;0.0496689
37012;8755;Ruiselede;1510;32;AZ Alma;Eeklo;29;0.0192053
37012;8755;Ruiselede;1510;49;AZ Sint-Jan Brugge - Oostende;Bruges;55;0.0364238
37012;8755;Ruiselede;1510;117;AZ Delta;Roulers;52;0.0344371
37012;8755;Ruiselede;1510;124;VZW Sint-Jozefskliniek;Izegem;9;0.0059603
37012;8755;Ruiselede;1510;134;Sint-Vincentiusziekenhuis;Deinze;67;0.0443709
37012;8755;Ruiselede;1510;140;AZ Sint-Lucas Brugge;Bruges;108;0.0715232
37012;8755;Ruiselede;1510;290;AZ Sint-Lucas;Gand;16;0.010596
37012;8755;Ruiselede;1510;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);962;0.6370861
37012;8755;Ruiselede;1510;406;Cliniques Universitaires de Bruxelles - Hôpital Érasme;Anderlecht;7;0.0046358
37012;8755;Ruiselede;1510;670;UZ Gent;Gand;97;0.0642384
37012;8755;Ruiselede;1510;713;AZ Jan Palfijn Gent;Gand;10;0.0066225
37015;8700;Tielt (Flandre occidentale);5325;17;AZ Maria Middelares;Gand;65;0.0122066
37015;8700;Tielt (Flandre occidentale);5325;32;AZ Alma;Eeklo;5;0.000939
37015;8700;Tielt (Flandre occidentale);5325;49;AZ Sint-Jan Brugge - Oostende;Bruges;110;0.0206573
37015;8700;Tielt (Flandre occidentale);5325;57;Jan Yperman Ziekenhuis;Ypres;11;0.0020657
37015;8700;Tielt (Flandre occidentale);5325;117;AZ Delta;Roulers;465;0.0873239
37015;8700;Tielt (Flandre occidentale);5325;124;VZW Sint-Jozefskliniek;Izegem;61;0.0114554
37015;8700;Tielt (Flandre occidentale);5325;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);7;0.0013146
37015;8700;Tielt (Flandre occidentale);5325;134;Sint-Vincentiusziekenhuis;Deinze;152;0.0285446
37015;8700;Tielt (Flandre occidentale);5325;140;AZ Sint-Lucas Brugge;Bruges;51;0.0095775
37015;8700;Tielt (Flandre occidentale);5325;290;AZ Sint-Lucas;Gand;13;0.0024413
37015;8700;Tielt (Flandre occidentale);5325;322;UZ Leuven;Louvain;29;0.005446
37015;8700;Tielt (Flandre occidentale);5325;395;Sint-Andriesziekenhuis;Tielt (Flandre occidentale);3958;0.7432864
37015;8700;Tielt (Flandre occidentale);5325;396;AZ Groeninge;Courtrai;70;0.0131455
37015;8700;Tielt (Flandre occidentale);5325;397;OLV van Lourdes Ziekenhuis Waregem;Waregem;55;0.0103286
37015;8700;Tielt (Flandre occidentale);5325;670;UZ Gent;Gand;187;0.0351174
37015;8700;Tielt (Flandre occidentale);5325;713;AZ Jan Palfijn Gent;Gand;50;0.0093897
37017;8710;Wielsbeke;2416;17;AZ Maria Middelares;Gand;42;0.0173841
37017;8710;Wielsbeke;2416;49;AZ Sint-Jan Brugge - Oostende;Bruges;21;0.0086921
37017;8710;Wielsbeke;2416;57;Jan Yperman Ziekenhuis;Ypres;5;0.0020695
37017;8710;Wielsbeke;2416;117;AZ Delta;Roulers;144;0.0596026
37017;8710;Wielsbeke;2416;124;VZW Sint-Jozefskliniek;Izegem;152;0.0629139
37017;8710;Wielsbeke;2416;134;Sint-Vincentiusziekenhuis;Deinze;51;0.0211093
37017;8710;Wielsbeke;2416;170;AZ Oudenaarde;Audenarde;5;0.0020695
37017;8710;Wielsbeke;2416;290;AZ Sint-Lucas;Gand;13;0.0053808
